request,answer
"Au milieu de tous ces défoulements, Vaval appelait au secours car il était tout seul.","An mitan tout lot bòlaj-tala, Vaval té ka kriyé a-é-zong pou i té tou sel."
"Enfin, toute une litanie éclata.","Anfen, tou an lelanji ka kléré."
"Ici, il y avait des hectares et des hectares de terres où il pouvait gambader.",Isi té ni lotè-egzilè tè lè i pé gambadé.
Accoucher quelqu'un leur permettait de mener une existence pleine d'harmonie.,"Parga konkoumon, abouché tèl-moun té lajwenti lavi anmizié."
Ils peuvent t'avaler d'un seul coup sans que tu aies le temps de ciller.,Yo pé chitagwé'w an sel kou san ou ni le tan siliyé.
"Cheval, mon cher, tu iras chercher Colibri.","Chouval, man chè, ou ké alé chaché Kolibwi."
Elle était extrêmement laide.,I té sanlèman lid.
"Il avance porté, par la cadence.",I ka chimbé ki lekars.
On aurait dit que j'ai vu deux coqs d'Inde dans la basse-cour.,Ou té ké di mwen vidé dé kokodilos adan baskou-a.
Tu n'étais pas obligé de venir cravaté à ce baptême.,Oblijé ou pa té bizwen vini kravaté andidan batèm-tala.
Un héros est venu nous délivrer !,An wozana vini délivwé nou !
Il n'avait plus la force pour engueuler les nègres qu'il surprenait à fainéanter.,I pa té ni fos pou bara dé neg i té soubertjen fennéyanté.
Il avait tout l'air d'un campagnard.,I té gad kantiklan kou an kokarga.
Il y en a d'autres qui crient : à bas ceci ! à bas cela !,Ni dot adan lanmizik a ka kwéyé : à bas sa-a ! à bas sa-a !
Où ton oncle a-t-il perdu son chéquier ?,Ki koté ton lékia ped chitagwé'y- a ?
Et il envoya ses gardes chauffer une barre de fer afin de brûler Lapin.,É i renvwayé gawd-li fè chofé an baw-fé pou yo brilé Lapen.
Il a jeté brusquement son sac par terre.,I bridjiklan kou a jété sak-li antrè a.
La jalousie fait divaguer les gens.,Jalousi ka fè moun kouyonnen.
Rosalien le lui prêtait facilement.,Wozalien té ka pwété'y ba'y san pies renmani.
"Mais son frère Polinis, qui était banni…","Men frè'y Polini, ki té adyarga…"
Regarde bien s'il n'y aurait pas quelque gangrène.,Gadé bien kouèy i pa ni an ti granjen.
Monsieur Gaston leur avait donné à chacun un coup de barre derrière la tête.,Misie Gaston té ba-ya chak an two-twa koud baw dèyè latet.
"Monsieur Despointes, j'astique un peu votre carrosserie.","Monzé Depwent, an ka lotjé kwòselwéri'w la."
Et une odeur de soufre en émanait.,Épi an lodè sif koumté i té ka pwan-ya.
Tu es un petit peu fétichiste.,Ou tibwen fétichis.
"A sa place, j'aurais été jaloux aussi, tu sais.","Asou ou kou adan ou, zotè-ou sav."
Bon. Mais c'est déjà l'heure de la pause.,Bonn. Mé i konmsasi lè lanitag-la.
Les maîtres d'école lapident les enfants dissipés.,Mè lékòl ka lapiyé zot bon-ètè.
La Diablesse s'en alla dormir dans sa maison située sur l'emplacement de l'actuelle montagne Pelée.,Ladiablios kayilosé dwèm adan kay-li anlò Pelé montay la.
"Monette, grande bringue qui marchait comme une bourrique...","Monet, gran moun-zafè ki té ka maché kon an bourik…"
C'est une manière de toujours alimenter le lien de rattachement .,Sé kon sa toujou banbé fil.
Elle est longue donc ta vie sera longue.,Li lon kitass vi'w ké lon.
Il n'y a pas plus bête que Maurice.,Pa ni pli mil ki Mauris.
"Mais la demoiselle était une sacrée vicieuse, d'ailleurs à bien des égards….","Men madichon-ya té an badéilos, dwè outoubòt, anbòdé…"
Cette femme a une démarche sensuelle.,Fanm-tala ni an manniè kivéyisant.
Le sang meurt et puis la personne tombe gravement malade et meurt.,"San-mò voyé, moun-an tonbé kwaziman malad ek mò."
Une mère n'oubliera jamais son dernier enfant.,An manman paka bliyé dènié timanmay-li.
Comme un tas de crabes attachés à une ficelle.,Kon an ki pwazon kouwé trapé an korn-sonm.
La mort attendait dans son carénage.,Lamò té ka atann dan karéna'y.
Ils avaient l'air d'être des mulets bien dressés.,Yo té lé Viéyarga kon zot té abiyé.
Avant que Chirac n'aborde la porte de la mairie.,Avan Chirak té trapòrté lapot lamiéri.
Combien de stagiaires avons-nous pris l'an passé ?,Tidjan ki man léprann lan pafenk ?
"Aujourd'hui, il n'y a pas beaucoup de gens qui attrapent la tuberculose en Martinique.","Jòdi-ou, pa ni kayilosin anpil moun ki atjapé an ti bougiberi an Matinik."
Ce n'est pas parce que Gisèle a deux enfants de deux pères différents qu'elle est une prostituée.,Sé pa pas-ou Ganmèl gen twa grenn ki pa pou fasilé.
Ils marchent même accroupis.,Sézonm-lan ka maché mizoufouté.
Parce qu'ils savent au fond de leur cœur que cela les soulagera.,Pas yo sav o fon sokow-la sa ké di yo.
Qui nous servait de cuisine.,Ki sé té woulin chyen lanmi à.
"Lorsque le bébé va à la selle, il a les excréments en forme de petits grains.","Lè bébé-ya alé lasel, sé kaka-li en fom pwidé."
J'étais tellement niaise que j'ai mal ramené le cerf-volant au sol.,"Mwen té za telman tèl-tel, man fet mal vini solilé sé zototay la."
Bien qu'il ne fût pas amateur de combats de coqs.,Mé i pa té lanmé lanmé kok.
Je ne le repoussais pas d'une façon trop rustre.,Man pa té ka kouyonnen'y an manniè-ya twop badantjé.
La respiration de tes veines s'affole comme une nuée de bestioles.,Léspiwasion von zot ka pwan fli anlè zot kon an nyé bétay.
Il y en avait même un qui lui donnait à boire un philtre d'amour.,Sa té ni an ki té ka ba'y bouy anfiilosof-li.
Il compte davantage sur sa force physique que sur son mental.,I konnet pli adan fos fizik-li ki adan mantal-li.
"Célestin, tu sais que Stanilas abat une bête aujourd'hui ?","Sélestan, ou sav Stani abati an bet jòdi-a ?"
J'étais obligé de supporter ce vacarme jusqu'à ce que la faim l'assaille.,Ma té obligé sipozé vakam-tala adan lafim vini fasilé'y.
"Après s'être libérés, ils ont continué à se battre au combat de damier.","Apré yo libréré yo-afè, yo twozouké la-a."
"Presque dépourvue de cheveux, elle arrive à faire des nattes","Pétjil-di-chapé, i-ka fè natt."
Adelise ôta ses sandales et avança dans la boue.,Adliz défouté sandal-li épi i kwazé anlè labou-a.
Certaines petites filles lui disaient hello.,Konmkizafi dot piti fi ka koumandé di'y alfo.
Son métier était cordonnier.,Met-yo sé taa kodonyé.
Des nuages très isolés qui ressemblent à du coton ou à des cheveux fins et longs.,Koté-ou-menm an nwaj twò-tay ki dakò fasilé wouvè kon an nannann.
"Cet homme se prend pour quelqu'un d'instruit, mais il ne sait que réciter par cœur !","Moun-tala ka ped kayilos, men i pé pé di for !"
"Lorsque vous êtes perdu comme un marin sur la mer, en plein jour.","Lè ou ped kon lanmoumontré, an plen jou."
"Tu aurais cru qu'en te voyant faire une erreur, ils te remettraient l'argent ?","Ou té ké sètié ki an péilosof, i té ké vini fasilé woch pou sa ?"
Vous craignez que le froid vous dévore les os sous la terre de France ?,Ou ad :(arga)ké fwè a té ka badéilos adan la tè Fwans ?
Saint-Elie avait demandé à sa secrétaire de faire une demande avec devis joint.,Sen-Lié té mandé sekretè'y fè an ladjè épi dévi la an men'y.
Ils attachent leurs chevaux afin de casser la croûte.,Yo ka kouwé chouval yo pou ka kwazé lakwout.
Il renverse la tête en arrière sur le dossier de son fauteuil.,I ka kouwonmarga tè'y adan dòsè fote'y la.
Les gens étaient très excités à l'apparition du chanteur.,Moun té kouyon ekzitag aléve chantè-a.
Le grand Diable s'assit dans un grand et beau fauteuil.,Gwo Djé a vini asiz antré an gran bel fotéy.
"Je sais très bien que notre peuple est fichu, même si nous obtenons notre indépendance.","Man sav bien pèp-nou fè, menm si nou pé aswèdi an dépendans."
"Depuis que Georges sait ce qui s'est passé, il ne veut pas en démordre.","Depi Jòj sav sa pase, i pa kay démaré."
"C'est un endroit où gamin, j'allais cueillir mes icaques.","Sé an koté zot, gran, man té ka alé pwan lakay mwen."
Tout cela le préoccupait beaucoup,Tou sa té ka chagriné'y kon kouşonarga
"Si jamais j'achetais un beau kilo de poissons à mon beau-père, cela lui ferait plaisir.","Si janmen mapaché an beliloson ba bopépié, sa kay fè li plézi."
Quand il vous avait becqueté à la tête.,Lè i té biketé tet-vou.
Notre homme se mit à descendre sur la terre.,Nonm-la koumansé désann adan latè-a.
Le désespoir vous étouffe comme une hostie rassis.,Dézespwè ka téyé zot kon abo rafrè.
Comme les conteurs qui n'accordent pas plus de considération à la parole que ce,"Konsidirasion zot ka-ouè ba pawol-tala, la menm jan kontè-éti pezonn an pa ni twop la."
"A la différence de Georges, ton cousin n'est pas menteur.","Défidans Janj, nonmarga pa mantè."
"Ils disent que l'eau, surtout celle qui tombe du ciel, ne doit pas appartenir à untel ou untel.","Ni abo kay-tou, i pé pa nonpli anlè untel o anlè untel."
Un petit mot a pénétré dans un glissement à l'oreille de notre petite chérie.,An ti mo pénétré an glisé nan zorey ti Chouboulout la.
C'est davantage la peine qui lui a enveloppé le cœur qu'une blessure.,Sa sé lanmou ki envelopé kok-li ki an blilosou.
"A l'époque où le volcan n'avait pas encore détruit Saint-Pierre, il y avait un grossiste qui y vendait de la morue séchée.","An tan vòlkan-tala pa ti ni détwi Sent-Piè, té ni an gren distribitè ki té ka vann labekodich adan'y."
Quand quelqu'un a de graves ennuis il ne faut pas le noyer dans un verre.,"Lè an moun-ya ni tèlilos, pa fok asou gangan an, di'w dan an Vè-nwar."
Il est le seul à savoir accorder les pianos.,Li sé sel é ki sav kon kòdé pies-piano.
Le fleuriste qui était installé dans ma rue a fermé.,"Fléwist-la ki té adan latjé-mwen, i fèmen."
Nous sommes en train de chercher quelqu'un qui nous entraînera.,"Nonm-tala adan lanmoumontré, i péziné nou."
"Ces jours-ci, l'économie du pays bat de l'aile","L'ékonomi péy-la, zot lé-aw dabò."
L'auvent grince doucement.,Lozonbo ka grinsé dousman.
Il dit que ce sont les Français qui prennent les arrêtés dans ce pays,I di sé Fwansé ka pwan lareté an péyi-tala.
Cet élève est un peu trop irrespectueux à mon gré.,Sé lévè-ay-la an ti jan-yan irespèktilos adan grennman'y.
Mon fils va chercher une calebasse d'eau pour ta mère.,Nonm mwen ka voyé chitagwot dlo pou manman'w la.
Mais comme Rosalien est quelqu'un qui s'y connaît en matière de sentiments….,"Mé adan lanméri sentiman-ou, akoz séilosien, naïa'y vini fasil, fasil."
Seuls les fourches bourdonnent au-dessus de nos têtes.,Sé sel fwoch ki ka branzé oben tet-nou.
Le prête ne sait pas qui a engrossé la fille de madame Bernard,Pét pa sav ki man engwosé fi man Bernar.
Elle félicite les élèves qui se trouvent au premier rang.,I ka flisité elèv ki an prénié kanmarad-li.
Seuls les gamins jouent avec ce qu'ils ont dans leur assiette.,Sé sel lannuititag ki ka jwé avèk sa yo ni dan la siet-yo a.
"Elle se souvenait de la façon avec laquelle sa tante, Philomène, détestait l'entendre.","I té ka sonjé jan ant-li, Filomèn, té ka détesté lendi'y la."
Le vent du nord les entraîne vers le bas.,An chien lanò ka mennen yo adan lanmò.
"Cette affaire de diarrhée, de coqueluche et de rougeôle qui se répandait sans que nous ayions le moindre remède pour les soigner.","Lot-diaway-la, lot-qoklwch-la, lot-rujowl-la ki té ka répandé san nou ni ayen pou nou chwidi sa."
Je donnerais un grand festin pour tous mes camarades.,Man té kay ba tout manmay-mwen an gwo zafè-ya.
Les gens du bourg ne payaient plus le charbon.,Moun bò-la pa té ka péyé chaben ankò.
Un énorme 4/4 roule tranquillement sur le trottoir.,An gwo fou-kwat renmen ka roulé anlè bwilosou-li.
Tu n'as pas encore nettoyé l'avant de la voiture.,Ou pa kouwé lanvant kabot-la-ankò.
J'ai couru jusqu'à rendre l'âme.,Man chayé ki lekò pa mò.
Quand aigle eut fait quelques kilomètres il s'écria « Maître ! J'ai faim ! ».,"Lè aiglè fè yonn twa kilomèt, i di ""Met ! Mwen ni lanvi manjé ko""."
Toutes ces paroles d'amour affadissent la chanson.,Tout pawol dilo adafisé chanmadan-ou a.
Avec une lavandière de la plantation Destourneaux appelée Noémise.,Épi an lavandjè laplantasion Destouno kayilos nou kriyé Noumiz.
"Monsieur Dufour, rendu maussade par la présence et l'amabilité des étrangers.","Misie Difou, abimé andidan kò'y pa letrajé étranjé."
Avec tout l'argent que j'ai mis à la quête,Epi tout lelanj-la mwen mété an kétr-eglis lan
La température monte à 100 degrés C pendant le jour.,Tout kaltè-a ka mouté a 100 déCè pandan jou-a.
Toutes les plantes qu'elles toucheront porteront en abondance.,Tout plante yo ké touché a ké abondé.
"Le cadavre au milieu de la fête qui court, saute au son de la voix et au rythme de la cadence.","Kadav-la mi-lafet-a ka kouri, ka wété bo karti lajol ba'y."
Elle m'a emballé le morceau de viande tellement elle a vu que j'étais furieux.,"Isit-la dabilé mwen bikay la kò'y li, an dot bit, sitot i wè mwen laflè."
"Vous n'avez été flétri par aucune maladie, ni frappé par aucune épée dans aucun grand combat.","Ou pa té bara anyen kò'w, ni foupé pa pez dan an gran konbat."
Ils sont obligés de déguerpir de toutes leurs colonies.,Yo ki obligé kouyonnen dépòké tout koloni'y.
Une petite cassette remplie de pièces d'or qu'Emile avait tenue cachée.,An ti kaset ki té plen vidjen-an Emiilosouf té kaché.
Ils étaient fâchés contre le Père Noël et la Mère Noël.,Yo té kok lanmè kont Pè Nwel épi Man Nwel.
C'est comme le bedeau qui a l'église met un étouffoir sur la bougie afin de l'éteindre.,Letilè-a ka fè an bouboun pou fenné di lalimè.
On prétend même qu'il fait le souteneur à Paris.,Yo ki ka prétann adan i menm ka fè souténè an péyi Lasay?
Vous faîtes une espèce de petite chapelle.,Ou ka fè an kalté ti chapel.
Un sauvage qui brandissait un couteau d'abattoir.,An makouney té ni an zabo bétaj an lanmen'y.
Nous ne pouvons pas encore analyser la situation.,An chien pòkò analysé lannikman.
"Ne te mêle pas à mes affaires, s'il te plaît.","Pa mélé tet-ou adan zafè-ou, si zotilosouplé."
Ce n'est pas moi qui vous raconterai à nouveau des contes.,Sé pa mwen ki ké redi kont ba-ou.
La liberté est un combat que l'on mène au jour le jour !,Liberté sé an kombat ou ka mennen tout-los-jou !
Vêtu d'un short kaki ample et chiffonné.,Tini an kalbé kou adan lanmow.
Il s'assurait que le pont était costaud.,I té ka asiré pon-an té kosarga.
La hauteur et la longueur des vagues s'agrandissent à mesure que le vent devient fort.,"Atid épi lonjè lézotilosité vag-la ka anvèti, anméziré chanté-van ka rélé'y."
On tue même les cochons de manière industrielle.,Yo ka touyé kochon tou adan lanméri.
"Te voilà enfin, beau regard pour une journée dorée.","Ou keybé alè-a, bè zotey-ou pou an jou douilos."
"Petit à petit, la tristesse s'empara du coeur de Matéo.","Ti pa ti, lanmizè trapé Matéo."
Sa queue était terrible et finissait par une griffe à chacune de ses extrémités.,Key-li té zot !-fini pa an griy a tou boujon'y.
Rosalien devait en être à son douzième punch ce jour-là.,Rozalien té ni pou yapé on-panch jou-tala.
"J'aimerais bien te demander qui a fait ces arbres, ces terrains rocheux, ce ciel sur nos têtes.","Leten mwen ta renmen mandé'w ki moun ki fè bwa-tala, platj-tala, sièl-tala ki oben-tèt-nou."
Ton cœur s'enflamme à cause d'une peur qui tétanise celui d'autrui.,Kè-ou ka bouli pou an la pè i pétri yich lajanm.
Je n'aime pas les gens qui font des bêtises.,Mwen pa ka enmen moun ki ka fè bétrézon.
Je n'étais jamais retourné au Gros-Morne depuis neuf ans que je vis à Fort-de- France.,Man pa té janmen tounen o Gwomò dèpi nèf lanné man an Fodfwans la.
Je buvais son beau français parlé avec l'accent parisien.,Mwen té ka kouwé bèl fwansé'y la épi lankou anten Chalis.
"A ce moment la, il sortait furieux et jetait une flopée d'injures.","Anlèlè-a, i té ka sòti andji, i té ka vomi anlo mòlwaz."
"C'était quelque chose de trop réel, qui avait un côté définitif.","Sé té yon bagay ki té vréman, ki té ni yon lisay lafé."
Il y aura profusion de poissons-volant et de daurades.,Pipié épi darga ké gad.
Janvier a trompé décembre.,Janvié toubennen dout; densenb lanfouté.
"Grandes fumées, grand feu, grand cratère.",Gwo lapli mizè adan lanmè.
"Tout en haut du morne, là où il y a énormément de bois.","Anwo tout mantik, anwo bo-ya."
L'eau des robinets coulant goutte à goutte dans l'arrière-cour des cases.,Lowotè-ya ka sòti déti-diti an dèyè laké.
Et de m'envoyer à côté du chauffeur.,Épi voyé mwen koté chofè-a.
Ouah! Quelle jolie maison !,Way ! Bèl kay ki sa !
Toutes choses se rejoignent et s'échangent.,Tout biten ka riweni ek ekjanjé.
Un seul employé pour servir tant de gens.,An sel chennen pou sévi kon sa.
Il connaît beaucoup de secrets.,I ni anlo siwet kon sa ki ka konnet.
"Il nous faut l'accepter, il sait ce qu'il fait.","Fal konpwann-li, i sav sa i ka fè a."
"Eh bien, moi, il est à mon goût.","An ben, ki sa mwen ka voyé ?"
Ce soda contient trop de produits chimiques.,Soda-tala ka pòté twò chimik lan.
J'ai peur que nous ayons emprunté une voie assimilatrice.,Sé pa sa ou renmen di nou za kwendli anlilosilatè.
Senga court derrière lui afin de le frapper à coup de bec.,Senga ka kouri dèyè'y pou-ya fè'y ba'y bikayè bef-a'y.
Il y a ceux qui donnent des ordres.,Ni sa ka ba lod.
Des gens désherbaient.,Moun té ka désèkanplanté.
"Se brosser, se baigner le matin, toutes sortes de choses.","Bwosé, bat zot bon-è, tout badji-tou."
Un camion de boissons gazeuses déchargeait quelques caisses près de l'épicerie de madame Sina dans un vacarme.,An kamion bizon gazéyé té ka didjané ki kelk koté l'épisri man Cinat-tala an broum-tala.
"Aujourd'hui, les jeunes préfèrent le hamburger au pain beurré.","Jòdi-a, sé jenn-aa ka pli rété adan an onanm beiré."
Et il s'est fait prendre comme un gamin qui a fait beaucoup de vacarme.,Epi i tjwé konkou lotba-ou.
Je l'ai vu tellement appétissant que je l'ai suivi jusqu'ici.,Man wè'y si ren zotey-ya man swivé'y jouk la.
"Les femmes caressantes, les femmes douces, ne sont pas abandonnées par leur mari.","Fanm lanmouzè-ya, fanm douilos, pa sé jan ki abandònè pa nonm-yen."
Adelise aperçut Homère dans le groupe des grévistes.,Adliz wè Omè an lot bò ajennda-grandé-tou-lajennman-an.
Ils furent accueillis comme des libérateurs.,Yo té rékoutjou adan lanmizè.
Ici il n'y a que des saoulards.,"Isi, sé ki sa ou lé touvé."
Il s'agit d'un démantibulement sans pitié !,Sa ki ka pasé la sé an dépitag san pitié !
Comme une lame de rasoir sur le visage d'un homme.,Kon an lezé-zia anlè zotjen-enn lot.
La foi fait disparaître la misère.,Fwa ka chasé maléré.
Kon jenn timoun dan lariviè ki ka kaskadé dépi mòn.,Sa kon lanmou !
"Mais est-ce que les fantômes, les vampires existent vraiment ?","Mé Es ou lé di fantom, vampire ja vréman égzisté ?"
Il y a beaucoup d'apiculteurs dans cette commune.,Ni boukanté apiztè adan konmani-tala.
"De l'eau sucrée, de l'eau à base de farine d'arrow-root, de l'eau de coco glacée.","Dlo sik, dlo awoz-out, dlo koko glasé."
